Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	PDB	Transmembrane	Subcellular location [CC]
Q7L5Y9	reviewed	MAEA_HUMAN	E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Cell proliferation-inducing gene 5 protein) (Erythroblast macrophage protein) (Human lung cancer oncogene 10 protein) (HLC-10) (Macrophage erythroblast attacher) (P44EMLP)	MAEA EMP HLC10 PIG5	Homo sapiens (Human)	396	TISSUE SPECIFICITY: Detected at macrophage membranes (at protein level). Ubiquitous. {ECO:0000269|PubMed:9763581}.	8PJN;		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q4VC33}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17467196, ECO:0000269|PubMed:24143168, ECO:0000269|PubMed:29911972}. Nucleus matrix {ECO:0000269|PubMed:16510120}. Cell membrane {ECO:0000269|PubMed:9763581}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16510120}. Note=Detected in a nuclear, speckled-like pattern (PubMed:16510120). Localized with condensed chromatin at prophase; Detected in nuclear spindle poles at metaphase and in the contractile ring during telophase and cytokinesis (PubMed:16510120). Present in cytoplasm, nuclear matrix and at the cell surface in macrophages; predominantly nuclear in immature macrophages and predominantly detected at the cell surface in mature macrophages. Colocalizes with F-actin in macrophages (By similarity). {ECO:0000250|UniProtKB:Q4VC33, ECO:0000269|PubMed:16510120}.
Q7RTS7	reviewed	K2C74_HUMAN	Keratin, type II cytoskeletal 74 (Cytokeratin-74) (CK-74) (Keratin-5c) (K5C) (Keratin-74) (K74) (Type II inner root sheath-specific keratin-K6irs4) (Type-II keratin Kb37)	KRT74 K6IRS4 KB37 KRT5C KRT6IRS4	Homo sapiens (Human)	529	TISSUE SPECIFICITY: Highly expressed in hair follicles from scalp. In hair, it is specifically present in the inner root sheath (IRS) of the hair follicle. Present in the IRS Huxley layer, but not in Henle layer or cuticle of the IRS. In the IRS Huxley layer, it is expressed in specialized Huxley cells, termed 'Fluegelzellen, along the area of differentiated Henle cells (at protein level). {ECO:0000269|PubMed:12648212, ECO:0000269|PubMed:16874310, ECO:0000269|PubMed:24714551}.			
Q7Z333	reviewed	SETX_HUMAN	Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)	SETX ALS4 KIAA0625 SCAR1	Homo sapiens (Human)	2677	TISSUE SPECIFICITY: Highly expressed in skeletal muscle. Expressed in heart, fibroblast, placenta and liver. Weakly expressed in brain and lung. Expressed in the cortex of the kidney (highly expressed in tubular epithelial cells but low expression in the glomerulus). {ECO:0000269|PubMed:14770181, ECO:0000269|PubMed:15106121, ECO:0000269|PubMed:16644229, ECO:0000269|PubMed:17562789}.			SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17562789, ECO:0000269|PubMed:21576111, ECO:0000269|PubMed:24105744}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17562789}. Nucleus, nucleolus {ECO:0000269|PubMed:17562789}. Cytoplasm {ECO:0000269|PubMed:17562789, ECO:0000269|PubMed:21576111}. Chromosome {ECO:0000269|PubMed:23149945}. Chromosome, telomere {ECO:0000269|PubMed:21112256}. Cell projection, axon {ECO:0000269|PubMed:21576111}. Cell projection, growth cone {ECO:0000269|PubMed:21576111}. Note=May be detected in the nucleolus only in cycling cells. At pachytene stage, colocalizes predominantly to the heterochromatic XY-body of sex chromosomes with DNA damage response proteins in a BRCA1-dependent manner (By similarity). Localizes with telomeric DNA in a transcription-dependent manner (PubMed:21112256). Under replication stress, colocalizes with a variety of DNA damage signaling and repair response proteins at distinct nuclear foci in mitotic S/G2- and G1-phase cells in a transcription- and RNA/DNA hybrid-dependent manner (PubMed:23149945). Localizes at limited number of nuclear foci (PubMed:24105744). Colocalizes with EXOSC9 in nuclear foci upon induction of transcription-related DNA damage at the S phase (PubMed:24105744). Most abundant in the nucleus. Detected in granules. Colocalized in cycling cells with FBL in the nucleolus. {ECO:0000250|UniProtKB:A2AKX3, ECO:0000269|PubMed:17562789, ECO:0000269|PubMed:21112256, ECO:0000269|PubMed:21576111, ECO:0000269|PubMed:23149945, ECO:0000269|PubMed:24105744}.
Q7Z3Y7	reviewed	K1C28_HUMAN	Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-25D) (K25D) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)	KRT28 KRT25D	Homo sapiens (Human)	464	TISSUE SPECIFICITY: Strongly expressed in skin and scalp, and weak expression observed in thymus. In the hair follicle, expressed in Henle layer, Huxley layer and in the irs cuticle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A6BLY7}.
Q7Z3Y8	reviewed	K1C27_HUMAN	Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-25C) (K25C) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3)	KRT27 KRT25C	Homo sapiens (Human)	459	TISSUE SPECIFICITY: Strongly expressed in skin and scalp. In the hair follicle, expressed in Henle layer, Huxley layer and in the inner root sheath cuticle of the hair follicle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Z320}.
Q7Z3Y9	reviewed	K1C26_HUMAN	Keratin, type I cytoskeletal 26 (Cytokeratin-26) (CK-26) (Keratin-25B) (K25B) (Keratin-26) (K26) (Type I inner root sheath-specific keratin-K25irs2)	KRT26 KRT25B	Homo sapiens (Human)	468	TISSUE SPECIFICITY: Strongly expressed in skin and scalp, and weak expression observed in thymus and tongue. In the hair follicle, expression is restricted to the mid- to upper inner root sheath cuticle, being present slightly above the apex of the dermal papilla (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.			
Q7Z3Z0	reviewed	K1C25_HUMAN	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Keratin-25A) (K25A) (Type I inner root sheath-specific keratin-K25irs1)	KRT25 KRT25A	Homo sapiens (Human)	450	TISSUE SPECIFICITY: Strongly expressed in skin and scalp, and weak expression observed in thymus and tongue. In the hair follicle, expressed in Henle layer, Huxley layer and in the inner root sheath cuticle of the hair follicle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8VCW2}.
Q7Z4N8	reviewed	P4HA3_HUMAN	Prolyl 4-hydroxylase subunit alpha-3 (4-PH alpha-3) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-3)	P4HA3 UNQ711/PRO1374	Homo sapiens (Human)	544	TISSUE SPECIFICITY: Highly expressed in placenta, liver and fetal skin. Weakly expressed in fetal epiphyseal cartilage, fetal liver, fibroblast, lung and skeletal muscle. Expressed also in fibrous cap of carotid atherosclerotic lesions. {ECO:0000269|PubMed:12874193, ECO:0000269|PubMed:14500733}.			SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000305}.
Q86W26	reviewed	NAL10_HUMAN	NACHT, LRR and PYD domains-containing protein 10 (Nucleotide-binding oligomerization domain protein 8)	NLRP10 NALP10 NOD8 PYNOD	Homo sapiens (Human)	655	TISSUE SPECIFICITY: Highly expressed in basal and suprabasal epidermal cell layers with lower levels in dermal fibroblast cells (at protein level) (PubMed:22672233). Widely expressed with highest levels in heart, brain and skeletal muscle (PubMed:15096476). Also expressed in liver, colon, dermis and epidermis (PubMed:15096476). Little expression detected in myeloid cells or peripheral blood mononuclear cells (PubMed:15096476). {ECO:0000269|PubMed:15096476, ECO:0000269|PubMed:22672233}.	2M5V;		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22672233}. Cell membrane {ECO:0000269|PubMed:22672233}; Peripheral membrane protein {ECO:0000305}. Note=Cytoplasmic protein which is recruited to the cell membrane by NOD1 following invasive bacterial infection. {ECO:0000269|PubMed:22672233}.
Q86Y46	reviewed	K2C73_HUMAN	Keratin, type II cytoskeletal 73 (Cytokeratin-73) (CK-73) (Keratin-73) (K73) (Type II inner root sheath-specific keratin-K6irs3) (Type-II keratin Kb36)	KRT73 K6IRS3 KB36 KRT6IRS3	Homo sapiens (Human)	540	TISSUE SPECIFICITY: Highly expressed in hair follicles from scalp. In hair, it is specifically present in the inner root sheath (IRS) of the hair follicle. Present in the IRS cuticle, but not in Henle or Huxley layers of the IRS. In the IRS cuticle, it is expressed between the lowermost bulb region of the cuticle and the region where Henle cells undergo abrupt terminal differentiation. Detected up to the uppermost cortex region where cuticle cells terminally differentiate (at protein level). {ECO:0000269|PubMed:12648212, ECO:0000269|PubMed:16874310}.			
Q8J025	reviewed	APCD1_HUMAN	Protein APCDD1 (Adenomatosis polyposis coli down-regulated 1 protein)	APCDD1 DRAPC1 FP7019	Homo sapiens (Human)	514	TISSUE SPECIFICITY: Abundantly expressed in heart, pancreas, prostate and ovary. Moderately expressed in lung, liver, kidney, spleen, thymus, colon and peripheral lymphocytes. Abundantly expressed in both the epidermal and dermal compartments of the hair follicle. Present in scalp skin Highly expressed in the hair follicle dermal papilla, the matrix, and the hair shaft (at protein level). {ECO:0000269|PubMed:12384519, ECO:0000269|PubMed:20393562}.		TRANSMEM 493..512; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20393562}; Single-pass type I membrane protein {ECO:0000269|PubMed:20393562}.
Q8N1N2	reviewed	DYNAP_HUMAN	Dynactin-associated protein (Full)	DYNAP C18orf26	Homo sapiens (Human)	210	TISSUE SPECIFICITY: Expressed in fibroblast and numerous cancer cell lines (at protein level). {ECO:0000269|PubMed:20978158}.		TRANSMEM 114..134; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:20978158}; Single-pass membrane protein {ECO:0000269|PubMed:20978158}. Cell membrane {ECO:0000269|PubMed:20978158}; Single-pass membrane protein {ECO:0000269|PubMed:20978158}. Note=Concentrated at cell-cell borders. Localizes at membranes in a microtubule-dependent manner.
Q8N3Y7	reviewed	RDHE2_HUMAN	Epidermal retinol dehydrogenase 2 (EPHD-2) (RDH-E2) (EC 1.1.1.105) (Retinal short-chain dehydrogenase reductase 2) (retSDR2) (Short-chain dehydrogenase/reductase family 16C member 5)	SDR16C5 RDHE2	Homo sapiens (Human)	309	TISSUE SPECIFICITY: Detected in adult lung. Detected at low levels in adult brain, heart, testis, placenta, cervix, pancreas, uterus, stomach, rectum, small intestine, colon, esophagus, thymus, skin, and skin keratinocyte. Expression is higher in psoriasis lesions relative to unaffected skin from psoriasis patients. Detected in fetal kidney, skin and lung. {ECO:0000269|PubMed:12372410}.		TRANSMEM 11..31; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 270..290; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18926804}; Multi-pass membrane protein {ECO:0000255}.
Q8NBQ5	reviewed	DHB11_HUMAN	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	Homo sapiens (Human)	300	TISSUE SPECIFICITY: Present at high level in steroidogenic cells such as syncytiotrophoblasts, sebaceous gland, Leydig cells, and granulosa cells of the dominant follicle and corpus luteum. In lung, it is detected in the ciliated epithelium and in acini of adult trachea, in bronchioles, but not in alveoli. In the eye, it is detected in the nonpigmented epithelium of the ciliary body and, at lower level, in the inner nuclear layer of the retina (at protein level). Widely expressed. Highly expressed in retina, pancreas, kidney, liver, lung, adrenal, small intestine, ovary and heart. {ECO:0000269|PubMed:10800688, ECO:0000269|PubMed:11165019, ECO:0000269|PubMed:12697717, ECO:0000269|PubMed:9888557}.	1YB1;		SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9EQ06}. Lipid droplet {ECO:0000250|UniProtKB:Q9EQ06}. Note=Redistributed from the endoplasmic reticulum to lipids droplets in the cell upon induction of lipids droplet formation. {ECO:0000250|UniProtKB:Q9EQ06}.
Q8NCL4	reviewed	GALT6_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6)	GALNT6	Homo sapiens (Human)	622	TISSUE SPECIFICITY: Expressed in placenta and trachea. Weakly expressed in brain and pancreas. Expressed in fibroblast. Weakly or not expressed in lung, liver, muscle, kidney, spleen, thymus, prostate, testis, ovary, intestine, colon, leukocyte, stomach, thyroid, spinal cord, lymph node, trachea, adrenal gland and bone marrow. {ECO:0000269|PubMed:10464263}.		TRANSMEM 9..28; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q14435}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q14435}.
Q8NER1	reviewed	TRPV1_HUMAN	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)	TRPV1 VR1	Homo sapiens (Human)	839	TISSUE SPECIFICITY: Widely expressed at low levels. Expression is elevated in dorsal root ganglia. In skin, expressed in cutaneous sensory nerve fibers, mast cells, epidermal keratinocytes, dermal blood vessels, the inner root sheet and the infundibulum of hair follicles, differentiated sebocytes, sweat gland ducts, and the secretory portion of eccrine sweat glands (at protein level). {ECO:0000269|PubMed:11050376, ECO:0000269|PubMed:11243859, ECO:0000269|PubMed:14987252}.	6L93;8GF8;8GF9;8GFA;8JQR;8X94;	TRANSMEM 434..455; /note="Helical; Name=S1"; /evidence="ECO:0000269|PubMed:37117175, ECO:0007744|PDB:8GF8, ECO:0007744|PDB:8GF9, ECO:0007744|PDB:8GFA"; TRANSMEM 473..497; /note="Helical; Name=S2"; /evidence="ECO:0000269|PubMed:37117175, ECO:0007744|PDB:8GF8, ECO:0007744|PDB:8GF9, ECO:0007744|PDB:8GFA"; TRANSMEM 511..532; /note="Helical; Name=S3"; /evidence="ECO:0000269|PubMed:37117175, ECO:0007744|PDB:8GF8, ECO:0007744|PDB:8GF9, ECO:0007744|PDB:8GFA"; TRANSMEM 536..556; /note="Helical; Name=S4"; /evidence="ECO:0000269|PubMed:37117175, ECO:0007744|PDB:8GF8, ECO:0007744|PDB:8GF9, ECO:0007744|PDB:8GFA"; TRANSMEM 560..598; /note="Helical; Name=S5"; /evidence="ECO:0000269|PubMed:37117175, ECO:0007744|PDB:8GF8, ECO:0007744|PDB:8GF9, ECO:0007744|PDB:8GFA"; TRANSMEM 657..683; /note="Helical; Name=S6"; /evidence="ECO:0000269|PubMed:37117175, ECO:0007744|PDB:8GF8, ECO:0007744|PDB:8GF9, ECO:0007744|PDB:8GFA"	SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000269|PubMed:37117175}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000269|PubMed:37117175}. Cell membrane {ECO:0000269|PubMed:11050376, ECO:0000269|PubMed:11243859, ECO:0000269|PubMed:12077606, ECO:0000269|PubMed:37117175}; Multi-pass membrane protein {ECO:0000269|PubMed:37117175}. Note=Mostly, but not exclusively expressed in postsynaptic dendritic spines. {ECO:0000250|UniProtKB:O35433}.
Q8NET8	reviewed	TRPV3_HUMAN	Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3)	TRPV3	Homo sapiens (Human)	790	TISSUE SPECIFICITY: Abundantly expressed in CNS. Widely expressed at low levels. Detected in dorsal root ganglion (at protein level). Expressed in the keratinocyte layers of the outer root sheath and, to lesser extent, to the matrix of the hair follicles (at protein level). {ECO:0000269|PubMed:12077604, ECO:0000269|PubMed:12077606, ECO:0000269|PubMed:21593771}.	6H9J;6HA6;6MHO;6MHS;6MHV;6MHW;6MHX;6OT2;6OT5;6UW4;6UW6;6UW8;6UW9;7QQN;7XJ0;7XJ1;7XJ2;7XJ3;8GKA;8GKG;8V6K;8V6L;8V6M;8V6N;8V6O;	TRANSMEM 431..460; /note="Helical; Name=S1"; /evidence="ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614, ECO:0007744|PDB:8GKA, ECO:0007744|PDB:8V6K, ECO:0007744|PDB:8V6L, ECO:0007744|PDB:8V6M, ECO:0007744|PDB:8V6N, ECO:0007744|PDB:8V6O"; TRANSMEM 480..508; /note="Helical; Name=S2"; /evidence="ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614, ECO:0007744|PDB:8GKA, ECO:0007744|PDB:8V6K, ECO:0007744|PDB:8V6L, ECO:0007744|PDB:8V6M, ECO:0007744|PDB:8V6N, ECO:0007744|PDB:8V6O"; TRANSMEM 520..540; /note="Helical; Name=S3"; /evidence="ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614, ECO:0007744|PDB:8GKA, ECO:0007744|PDB:8V6K, ECO:0007744|PDB:8V6L, ECO:0007744|PDB:8V6M, ECO:0007744|PDB:8V6N, ECO:0007744|PDB:8V6O"; TRANSMEM 546..566; /note="Helical; Name=S4"; /evidence="ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614, ECO:0007744|PDB:8GKA, ECO:0007744|PDB:8V6K, ECO:0007744|PDB:8V6L, ECO:0007744|PDB:8V6M, ECO:0007744|PDB:8V6N, ECO:0007744|PDB:8V6O"; TRANSMEM 570..608; /note="Helical; Name=S5"; /evidence="ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614, ECO:0007744|PDB:8GKA, ECO:0007744|PDB:8V6K, ECO:0007744|PDB:8V6L, ECO:0007744|PDB:8V6M, ECO:0007744|PDB:8V6N, ECO:0007744|PDB:8V6O"; TRANSMEM 650..686; /note="Helical; Name=S6"; /evidence="ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614, ECO:0007744|PDB:8GKA, ECO:0007744|PDB:8V6K, ECO:0007744|PDB:8V6L, ECO:0007744|PDB:8V6M, ECO:0007744|PDB:8V6N, ECO:0007744|PDB:8V6O"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26818531, ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614}; Multi-pass membrane protein {ECO:0000269|PubMed:37648856, ECO:0000269|PubMed:38691614}. Cytoplasm {ECO:0000269|PubMed:26818531}. Lysosome {ECO:0000269|PubMed:26818531}. Note=Targeted to lysosome for degradation in a SNX11-dependent manner. {ECO:0000269|PubMed:26818531}.
Q8NHL6	reviewed	LIRB1_HUMAN	Leukocyte immunoglobulin-like receptor subfamily B member 1 (LIR-1) (Leukocyte immunoglobulin-like receptor 1) (CD85 antigen-like family member J) (Immunoglobulin-like transcript 2) (ILT-2) (Monocyte/macrophage immunoglobulin-like receptor 7) (MIR-7) (CD antigen CD85j)	LILRB1 ILT2 LIR1 MIR7	Homo sapiens (Human)	650	TISSUE SPECIFICITY: Expressed in B cells, monocytes and various dendritic cell (DC) subsets including myeloid, plasmacytoid and tolerogenic DCs (at protein level) (PubMed:20448110, PubMed:24453251, PubMed:9285411, PubMed:9842885). Expressed in decidual macrophages (at protein level) (PubMed:19304799). Expressed in decidual NK cells (at protein level) (PubMed:29262349). {ECO:0000269|PubMed:19304799, ECO:0000269|PubMed:20448110, ECO:0000269|PubMed:24453251, ECO:0000269|PubMed:29262349, ECO:0000269|PubMed:9285411, ECO:0000269|PubMed:9842885}.	1G0X;1P7Q;1UFU;1UGN;1VDG;3D2U;4LL9;4NO0;5KNM;6AEE;6EWA;6EWC;6EWO;6K60;6ZDX;7KFK;	TRANSMEM 462..482; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20448110, ECO:0000269|PubMed:24453251, ECO:0000269|PubMed:29262349, ECO:0000305|PubMed:19658091}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted {ECO:0000269|PubMed:19658091}.
Q8TAB3	reviewed	PCD19_HUMAN	Protocadherin-19	PCDH19 KIAA1313	Homo sapiens (Human)	1148	TISSUE SPECIFICITY: Moderately expressed in all regions of the brain examined, with lowest levels found in the cerebellum. Moderate expression is also found in ovary, and low expression in all other tissues tested. Also detected in primary skin fibroblast. {ECO:0000269|PubMed:11549318, ECO:0000269|PubMed:18469813}.	6VFU;	TRANSMEM 679..699; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:F8W3X3}; Single-pass type I membrane protein {ECO:0000255}.
Q8WV28	reviewed	BLNK_HUMAN	B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65)	BLNK BASH SLP65	Homo sapiens (Human)	456	TISSUE SPECIFICITY: Expressed in B-cell lineage and fibroblast cell lines (at protein level). Highest levels of expression in the spleen, with lower levels in the liver, kidney, pancreas, small intestines and colon.	6YLU;		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9697839}. Cell membrane {ECO:0000269|PubMed:9697839}. Note=BCR activation results in the translocation to membrane fraction.
Q8WWQ8	reviewed	STAB2_HUMAN	Stabilin-2 (FAS1 EGF-like and X-link domain-containing adhesion molecule 2) (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) (Hyaluronan receptor for endocytosis) [Cleaved into: 190 kDa form stabilin-2 (190 kDa hyaluronan receptor for endocytosis)]	STAB2 FEEL2 FELL FEX2 HARE	Homo sapiens (Human)	2551	TISSUE SPECIFICITY: Highly expressed in sinusoidal endothelial cells of liver, spleen and lymph nodes. Also expressed in non SEC-cells such as HMDMs (monocyte-derivedmacrophages), HAMs (T-cell leukemia virus type 1-associated myelopathy), and several macrophage cell line. {ECO:0000269|PubMed:11829752, ECO:0000269|PubMed:12077138, ECO:0000269|PubMed:12473645, ECO:0000269|PubMed:12626425, ECO:0000269|PubMed:17675564, ECO:0000269|PubMed:17962816}.	5N86;	TRANSMEM 2459..2479; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17675564}; Single-pass type I membrane protein {ECO:0000269|PubMed:17675564}. Cytoplasm {ECO:0000269|PubMed:17145755}. Note=Only a small amount appears to be present at the cell surface (PubMed:17145755).
Q8WWZ7	reviewed	ABCA5_HUMAN	Cholesterol transporter ABCA5 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 5)	ABCA5 KIAA1888	Homo sapiens (Human)	1642	TISSUE SPECIFICITY: Ubiquitously expressed. Highly expressed in testis, skeletal muscle, kidney, liver and placenta. Expressed in both the epithelial and mesenchymal compartments, present within the outer root sheath (ORS) of the hair follicle as well as dermal sheath (PubMed:24831815). Expressed in multiple regions of the brain, including the hippocampus, superior frontal and inferior temporal cortices (PubMed:25125465). Strongly expressed in neurons and moderately in microglia, with only weak expression in astrocytes and oligodendrocytes (PubMed:25125465). {ECO:0000269|PubMed:12504089, ECO:0000269|PubMed:24831815, ECO:0000269|PubMed:25125465, ECO:0000269|Ref.1}.		TRANSMEM 32..52; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 220..240; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 264..284; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 297..317; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 328..348; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 355..375; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 396..416; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 866..886; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 967..987; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1021..1041; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1071..1091; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1102..1122; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1139..1159; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1169..1189; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1207..1227; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q8CF82}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8CF82}. Lysosome membrane {ECO:0000250|UniProtKB:Q8K448}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8K448}. Late endosome membrane {ECO:0000250|UniProtKB:Q8K448}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8K448}. Cell membrane {ECO:0000250|UniProtKB:Q8K448}. Note=Localized at cell membrane under high cholesterol levels. {ECO:0000250|UniProtKB:Q8K448}.
Q8WXI8	reviewed	CLC4D_HUMAN	C-type lectin domain family 4 member D (C-type lectin superfamily member 8) (C-type lectin-like receptor 6) (CLEC-6) (Dendritic cell-associated C-type lectin 3) (DC-associated C-type lectin 3) (Dectin-3) (CD antigen CD368)	CLEC4D CLECSF8 MCL	Homo sapiens (Human)	215	TISSUE SPECIFICITY: Expressed weakly in peripheral blood leukocytes, bone marrow and spleen. Expression is confined mostly in monocytes and macrophage and seems to be up-regulated by IL-6, IL-10, TNF-alpha and IFN-gamma. {ECO:0000269|PubMed:14971047}.	2LS8;3WHD;	TRANSMEM 18..38; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23911656}; Single-pass type II membrane protein {ECO:0000305}.
Q92764	reviewed	KRT35_HUMAN	Keratin, type I cuticular Ha5 (Hair keratin, type I Ha5) (Keratin-35) (K35)	KRT35 HHA5 HKA5 KRTHA5	Homo sapiens (Human)	455	TISSUE SPECIFICITY: Early expression in the hair follicle, mainly found in supramatricial cells and lowermost cortical cells of the hair bulb. {ECO:0000269|PubMed:8823373}.			
